Item_identifier,item_weight,Item_fat_content,Item_visibility,Item_type,Item_mpr,Outlet_identifier,Outlet_establishment_year,Outlet_size,Outlet_location_type,Outlet_type,item_outlet_sales
FDG50,7.40500,"Low Fat",0.015295536000,Canned,89.714600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",547.2876000
FDG50,7.40500,"Low Fat",0.015302764000,Canned,89.914600000000,OUT045,2002,High,"Tier 2","Supermarket Type1",2189.1504000
FDG50,7.40500,"Low Fat",0.015334003000,Canned,92.714600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1185.7898000
FDG50,7.40500,"Low Fat",0.015358176000,Canned,92.414600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1459.4336000
FDG50,7.40500,"Low Fat",0.025561850000,Canned,89.714600000000,OUT010,1998,High,"Tier 3","Grocery Store",182.4292000
FDG52,13.65000,"Low Fat",0.065576228000,"Frozen Foods",47.740200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",643.1628000
FDG52,13.65000,"Low Fat",0.065618434000,"Frozen Foods",47.640200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",459.4020000
FDG52,13.65000,"Low Fat",0.065732883000,"Frozen Foods",45.740200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",780.9834000
FDG52,13.65000,"Low Fat",0.065898197000,"Frozen Foods",46.140200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",459.4020000
FDG53,10.00000,"Low Fat",0.045818773000,"Frozen Foods",138.718000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1398.1800000
FDG53,10.00000,"Low Fat",0.045848263000,"Frozen Foods",138.518000000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",2237.0880000
FDG53,10.00000,"Low Fat",0.045928229000,"Frozen Foods",138.118000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1957.4520000
FDG53,10.00000,"Low Fat",0.046043736000,"Frozen Foods",140.618000000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",2376.9060000
FDG53,10.00000,"Low Fat",0.046116319000,"Frozen Foods",141.818000000000,OUT017,2007,High,"Tier 2","Supermarket Type1",838.9080000
FDG53,10.00000,"Low Fat",0.076755106000,"Frozen Foods",141.618000000000,OUT010,1998,High,"Tier 3","Grocery Store",139.8180000
FDG58,10.69500,Regular,0.000000000000,"Snack Foods",156.197200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1869.5664000
FDG58,10.69500,Regular,0.086764795000,"Snack Foods",156.797200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3427.5384000
FDG58,10.69500,Regular,0.087272074000,"Snack Foods",153.797200000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",2025.3636000
FDG58,10.69500,Regular,0.145253944000,"Snack Foods",156.897200000000,OUT010,1998,Small,"Tier 3","Grocery Store",467.3916000
FDG59,15.85000,"Low Fat",0.043226398000,"Starchy Foods",37.516400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",270.3148000
FDG59,15.85000,"Low Fat",0.043234574000,"Starchy Foods",38.316400000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",540.6296000
FDG59,15.85000,"Low Fat",0.043322254000,"Starchy Foods",39.616400000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",1004.0264000
FDG59,15.85000,"Low Fat",0.043410693000,"Starchy Foods",39.416400000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",154.4656000
FDG59,15.85000,"Low Fat",0.043479126000,"Starchy Foods",36.716400000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",308.9312000
FDG60,20.35000,"Low Fat",0.060649213000,"Baking Goods",232.761600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2812.3392000
FDG60,20.35000,"Low Fat",0.060688248000,"Baking Goods",234.261600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",4687.2320000
FDG60,20.35000,"Low Fat",0.060699725000,"Baking Goods",233.361600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",6093.4016000
FDG60,20.35000,"Low Fat",0.060794097000,"Baking Goods",233.661600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",2577.9776000
FDH02,7.27000,Regular,0.020763850000,Canned,89.048800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",181.0976000
FDH02,7.27000,Regular,0.020823289000,Canned,92.448800000000,OUT045,2002,High,"Tier 2","Supermarket Type1",996.0368000
FDH02,7.27000,Regular,0.020865797000,Canned,90.248800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",814.9392000
FDH02,7.27000,Regular,0.020898691000,Canned,92.248800000000,OUT017,2007,High,"Tier 2","Supermarket Type1",814.9392000
FDH04,6.11500,Regular,0.011372972000,"Frozen Foods",89.648800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1267.6832000
FDH04,6.11500,Regular,0.011419301000,"Frozen Foods",91.048800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1629.8784000
FDH04,6.11500,Regular,0.011437302000,"Frozen Foods",92.448800000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",1358.2320000
FDH05,14.35000,reg,0.091054989000,"Frozen Foods",231.898400000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",4633.9680000
FDH05,14.35000,Regular,0.090896452000,"Frozen Foods",231.298400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",6024.1584000
FDH05,14.35000,Regular,0.090913642000,"Frozen Foods",231.298400000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",3243.7776000
FDH05,14.35000,Regular,0.091098018000,"Frozen Foods",233.598400000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",1853.5872000
FDH05,14.35000,Regular,0.091283986000,"Frozen Foods",232.698400000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",2316.9840000
FDH09,12.60000,"Low Fat",0.056066970000,Seafood,50.798200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",473.3838000
FDH09,12.60000,"Low Fat",0.056164760000,Seafood,51.898200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",473.3838000
FDH09,12.60000,"Low Fat",0.056191301000,Seafood,53.298200000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",736.3748000
FDH09,12.60000,"Low Fat",0.056394771000,Seafood,51.398200000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",473.3838000
FDH10,21.00000,"Low Fat",0.049263979000,"Snack Foods",195.047800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1549.9824000
FDH10,21.00000,"Low Fat",0.049295686000,"Snack Foods",194.447800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",968.7390000
FDH10,21.00000,"Low Fat",0.049381666000,"Snack Foods",193.047800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1549.9824000
FDH10,21.00000,"Low Fat",0.049505857000,"Snack Foods",195.347800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1162.4868000
FDH10,21.00000,"Low Fat",0.049583899000,"Snack Foods",193.847800000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1162.4868000
FDH10,21.00000,"Low Fat",0.082526478000,"Snack Foods",191.847800000000,OUT010,1998,High,"Tier 3","Grocery Store",774.9912000
FDH12,9.60000,"Low Fat",0.085085743000,"Baking Goods",105.128000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1065.2800000
FDH12,9.60000,"Low Fat",0.085125951000,"Baking Goods",107.128000000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",1278.3360000
FDH12,9.60000,"Low Fat",0.085434195000,"Baking Goods",105.028000000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",2556.6720000
FDH14,17.10000,Regular,0.046769600000,Canned,141.183800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2247.7408000
FDH14,17.10000,Regular,0.046808553000,Canned,141.483800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1404.8380000
FDH14,17.10000,Regular,0.046881328000,Canned,141.383800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1685.8056000
FDH14,17.10000,Regular,0.046903482000,Canned,142.083800000000,OUT045,2002,High,"Tier 2","Supermarket Type1",2528.7084000
FDH14,17.10000,Regular,0.047073322000,Canned,138.683800000000,OUT017,2007,High,"Tier 2","Supermarket Type1",2950.1598000
FDH14,17.10000,Regular,0.078347922000,Canned,141.883800000000,OUT010,1998,High,"Tier 3","Grocery Store",280.9676000
FDH16,10.50000,"Low Fat",0.052511611000,"Frozen Foods",90.783000000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1258.3620000
FDH16,10.50000,"Low Fat",0.052555346000,"Frozen Foods",89.683000000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",988.7130000
FDH16,10.50000,"Low Fat",0.052637056000,"Frozen Foods",88.583000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",808.9470000
FDH16,10.50000,"Low Fat",0.052852621000,"Frozen Foods",88.783000000000,OUT017,2007,High,"Tier 2","Supermarket Type1",2067.3090000
FDH17,16.20000,Regular,0.016639482000,"Frozen Foods",95.872600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1076.5986000
FDH17,16.20000,Regular,0.016650191000,"Frozen Foods",97.472600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1174.4712000
FDH17,16.20000,Regular,0.016653340000,"Frozen Foods",97.372600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2055.3246000
FDH17,16.20000,Regular,0.016679232000,"Frozen Foods",96.372600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",2740.4328000
FDH17,16.20000,Regular,0.016687114000,"Frozen Foods",96.972600000000,OUT045,2002,High,"Tier 2","Supermarket Type1",1076.5986000
FDH17,16.20000,Regular,0.016747538000,"Frozen Foods",98.672600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1272.3438000
FDH19,19.35000,"Low Fat",0.033060937000,Meat,172.473800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1911.5118000
FDH19,19.35000,"Low Fat",0.033082215000,Meat,172.573800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",4865.6664000
FDH19,19.35000,"Low Fat",0.033088472000,Meat,175.473800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",521.3214000
FDH19,19.35000,"Low Fat",0.033223260000,Meat,172.073800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",3301.7022000
FDH19,19.35000,"Low Fat",0.033275634000,Meat,173.873800000000,OUT017,2007,High,"Tier 2","Supermarket Type1",2432.8332000
FDH21,10.39500,LF,0.052264270000,Seafood,158.460400000000,OUT010,1998,High,"Tier 3","Grocery Store",158.4604000
FDH21,10.39500,"Low Fat",0.031199028000,Seafood,159.460400000000,OUT013,1987,High,"Tier 3","Supermarket Type1",316.9208000
FDH21,10.39500,"Low Fat",0.031219108000,Seafood,156.960400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",4595.3516000
FDH21,10.39500,"Low Fat",0.031273559000,Seafood,160.060400000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1267.6832000
FDH21,10.39500,"Low Fat",0.031288338000,Seafood,159.560400000000,OUT045,2002,High,"Tier 2","Supermarket Type1",2852.2872000
FDH22,6.40500,"Low Fat",0.136275173000,"Snack Foods",128.167800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1017.3424000
FDH22,6.40500,"Low Fat",0.136512858000,"Snack Foods",128.767800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",3052.0272000
FDH24,20.70000,"Low Fat",0.021427082000,"Baking Goods",156.528800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1571.2880000
FDH24,20.70000,"Low Fat",0.021431134000,"Baking Goods",157.028800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2199.8032000
FDH24,20.70000,"Low Fat",0.021464454000,"Baking Goods",156.628800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",3928.2200000
FDH24,20.70000,"Low Fat",0.021518435000,"Baking Goods",157.528800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1571.2880000
FDH24,20.70000,"Low Fat",0.021552357000,"Baking Goods",157.028800000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",2985.4472000
FDH26,19.25000,reg,0.034841089000,Canned,141.149600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",282.2992000
FDH26,19.25000,Regular,0.034670860000,Canned,141.849600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2399.5432000
FDH26,19.25000,Regular,0.034693175000,Canned,140.149600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1552.6456000
FDH26,19.25000,Regular,0.034699737000,Canned,141.749600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",4093.3384000
FDH26,19.25000,Regular,0.034753686000,Canned,141.549600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1976.0944000
FDH26,19.25000,Regular,0.034770109000,Canned,141.949600000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",988.0472000
FDH27,7.07500,"Low Fat",0.058298384000,Dairy,145.812800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1725.7536000
FDH27,7.07500,"Low Fat",0.058346939000,Dairy,142.212800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",3163.8816000
FDH27,7.07500,"Low Fat",0.058437653000,Dairy,143.012800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1150.5024000
FDH27,7.07500,"Low Fat",0.058465268000,Dairy,145.312800000000,OUT045,2002,High,"Tier 2","Supermarket Type1",1869.5664000
FDH27,7.07500,"Low Fat",0.058584620000,Dairy,142.712800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1869.5664000
FDH27,7.07500,"Low Fat",0.058676973000,Dairy,142.012800000000,OUT017,2007,High,"Tier 2","Supermarket Type1",2588.6304000
FDH27,7.07500,"Low Fat",0.097660814000,Dairy,141.812800000000,OUT010,1998,High,"Tier 3","Grocery Store",143.8128000
FDH28,15.85000,Regular,0.110010191000,"Frozen Foods",38.850600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",341.5554000
FDH28,15.85000,Regular,0.110030997000,"Frozen Foods",37.250600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",265.6542000
FDH28,15.85000,Regular,0.110202066000,"Frozen Foods",39.750600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",721.0614000
FDH28,15.85000,Regular,0.110254143000,"Frozen Foods",37.350600000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",341.5554000
FDH28,15.85000,Regular,0.110479217000,"Frozen Foods",36.750600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",531.3084000
FDH28,15.85000,Regular,0.110653377000,"Frozen Foods",36.950600000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",759.0120000
FDH31,12.00000,Regular,0.020407296000,Meat,99.904200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",595.2252000
FDH31,12.00000,Regular,0.020411155000,Meat,98.604200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1091.2462000
FDH31,12.00000,Regular,0.020442889000,Meat,98.004200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1587.2672000
FDH33,12.85000,LF,0.121914662000,"Snack Foods",43.542800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",615.1992000
FDH33,12.85000,"Low Fat",0.121702394000,"Snack Foods",42.742800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",703.0848000
FDH33,12.85000,"Low Fat",0.121725411000,"Snack Foods",45.142800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",527.3136000
FDH33,12.85000,"Low Fat",0.121972274000,"Snack Foods",43.142800000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",703.0848000
FDH33,12.85000,"Low Fat",0.122221269000,"Snack Foods",45.942800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1274.3412000
FDH33,12.85000,"Low Fat",0.122413940000,"Snack Foods",42.942800000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",703.0848000
FDH34,8.63000,"Low Fat",0.031095246000,"Snack Foods",185.758200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",3529.4058000
FDH34,8.63000,"Low Fat",0.031143591000,"Snack Foods",183.958200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",5386.9878000
FDH34,8.63000,"Low Fat",0.031271134000,"Snack Foods",186.058200000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",3900.9222000
FDH35,18.25000,"Low Fat",0.000000000000,"Starchy Foods",164.752600000000,OUT045,2002,High,"Tier 2","Supermarket Type1",4604.6728000
FDH35,18.25000,"Low Fat",0.060198496000,"Starchy Foods",162.952600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1151.1682000
FDH35,18.25000,"Low Fat",0.060342304000,"Starchy Foods",165.952600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1644.5260000
FDH35,18.25000,"Low Fat",0.060589424000,"Starchy Foods",162.552600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",986.7156000
FDH35,18.25000,"Low Fat",0.100843860000,"Starchy Foods",166.352600000000,OUT010,1998,High,"Tier 3","Grocery Store",164.4526000
FDH38,6.42500,"Low Fat",0.010436256000,Canned,115.580800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3749.7856000
FDH38,6.42500,"Low Fat",0.010438230000,Canned,115.880800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1757.7120000
FDH38,6.42500,"Low Fat",0.010454459000,Canned,115.680800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1406.1696000
FDH38,6.42500,"Low Fat",0.010480751000,Canned,116.580800000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",2460.7968000
FDH38,6.42500,"Low Fat",0.010497273000,Canned,118.380800000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",2812.3392000
FDH40,11.60000,Regular,0.078863888000,"Frozen Foods",83.227600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1543.3244000
FDH40,11.60000,Regular,0.078929571000,"Frozen Foods",79.927600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1137.1864000
FDH40,11.60000,Regular,0.079251097000,"Frozen Foods",79.227600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",649.8208000
FDH40,11.60000,Regular,0.079376029000,"Frozen Foods",81.727600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",1949.4624000
FDH40,11.60000,Regular,0.132111921000,"Frozen Foods",82.227600000000,OUT010,1998,High,"Tier 3","Grocery Store",243.6828000
FDH41,9.00000,"Low Fat",0.081943273000,"Frozen Foods",214.553400000000,OUT013,1987,High,"Tier 3","Supermarket Type1",3440.8544000
FDH41,9.00000,"Low Fat",0.081996013000,"Frozen Foods",216.253400000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",4301.0680000
FDH41,9.00000,"Low Fat",0.082011521000,"Frozen Foods",213.353400000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1935.4806000
FDH41,9.00000,"Low Fat",0.082177842000,"Frozen Foods",214.153400000000,OUT045,2002,High,"Tier 2","Supermarket Type1",1720.4272000
FDH46,6.93500,Regular,0.041247932000,"Snack Foods",101.833200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2255.7304000
FDH46,6.93500,Regular,0.041282286000,"Snack Foods",103.533200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1230.3984000
FDH46,6.93500,Regular,0.041346469000,"Snack Foods",103.133200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",820.2656000
FDH47,13.50000,reg,0.129077455000,"Starchy Foods",95.206800000000,OUT045,2002,High,"Tier 2","Supermarket Type1",583.2408000
FDH47,13.50000,Regular,0.128709014000,"Starchy Foods",96.106800000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1846.9292000
FDH47,13.50000,Regular,0.128791854000,"Starchy Foods",95.406800000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1944.1360000
FDH47,13.50000,Regular,0.128816212000,"Starchy Foods",96.406800000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2527.3768000
FDH47,13.50000,Regular,0.129016487000,"Starchy Foods",98.406800000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1846.9292000
FDH47,13.50000,Regular,0.215611930000,"Starchy Foods",98.606800000000,OUT010,1998,High,"Tier 3","Grocery Store",97.2068000
FDH48,13.50000,"Low Fat",0.000000000000,"Baking Goods",84.654000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1211.7560000
FDH48,13.50000,"Low Fat",0.060603014000,"Baking Goods",85.554000000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",1731.0800000
FDH48,13.50000,"Low Fat",0.060822460000,"Baking Goods",85.154000000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",605.8780000
FDH48,13.50000,"Low Fat",0.101231721000,"Baking Goods",86.254000000000,OUT010,1998,Medium,"Tier 3","Grocery Store",173.1080000
FDH50,15.00000,Regular,0.161301097000,Canned,185.126600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2213.1192000
FDH50,15.00000,Regular,0.161404914000,Canned,185.826600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1844.2660000
FDH50,15.00000,Regular,0.161435440000,Canned,185.126600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",2766.3990000
FDH50,15.00000,Regular,0.161762835000,Canned,185.926600000000,OUT045,2002,High,"Tier 2","Supermarket Type1",2581.9724000
FDH50,15.00000,Regular,0.162093059000,Canned,182.526600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1290.9862000
FDH50,15.00000,Regular,0.162348584000,Canned,185.926600000000,OUT017,2007,High,"Tier 2","Supermarket Type1",4610.6650000
FDH53,20.50000,Regular,0.000000000000,"Frozen Foods",82.859200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",908.1512000
FDH53,20.50000,Regular,0.019183756000,"Frozen Foods",83.759200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1403.5064000
FDH53,20.50000,Regular,0.019199733000,"Frozen Foods",84.359200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1816.3024000
FDH53,20.50000,Regular,0.019277945000,"Frozen Foods",82.859200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1733.7432000
FDH53,20.50000,Regular,0.032136417000,"Frozen Foods",83.959200000000,OUT010,1998,Small,"Tier 3","Grocery Store",165.1184000
FDH58,12.30000,"Low Fat",0.000000000000,"Snack Foods",116.483400000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",1842.9344000
FDH58,12.30000,"Low Fat",0.036908933000,"Snack Foods",115.983400000000,OUT013,1987,High,"Tier 3","Supermarket Type1",2073.3012000
FDH58,12.30000,"Low Fat",0.036939673000,"Snack Foods",113.183400000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",3109.9518000
FDH58,12.30000,"Low Fat",0.036997104000,"Snack Foods",115.983400000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",2073.3012000
FDH58,12.30000,"Low Fat",0.037014587000,"Snack Foods",115.183400000000,OUT045,2002,Medium,"Tier 2","Supermarket Type1",1958.1178000
FDH58,12.30000,"low fat",0.037148619000,"Snack Foods",116.883400000000,OUT017,2007,Medium,"Tier 2","Supermarket Type1",2649.2182000
FDH60,19.70000,reg,0.080737030000,"Baking Goods",197.011000000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",3338.9870000
FDH60,19.70000,Regular,0.000000000000,"Baking Goods",197.911000000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",1767.6990000
FDH60,19.70000,Regular,0.081193712000,"Baking Goods",198.411000000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",2553.3430000
FDI02,15.70000,Regular,0.114543430000,Canned,113.720200000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3263.0858000
FDI02,15.70000,Regular,0.114565093000,Canned,112.020200000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",337.5606000
FDI02,15.70000,Regular,0.115031783000,Canned,114.120200000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",787.6414000
FDI02,15.70000,Regular,0.115213120000,Canned,112.020200000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",3150.5656000
FDI04,13.65000,reg,0.073060301000,"Frozen Foods",196.242600000000,OUT045,2002,High,"Tier 2","Supermarket Type1",2570.6538000
FDI04,13.65000,Regular,0.072851756000,"Frozen Foods",197.142600000000,OUT013,1987,High,"Tier 3","Supermarket Type1",3954.8520000
FDI04,13.65000,Regular,0.072898645000,"Frozen Foods",198.142600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1977.4260000
FDI04,13.65000,Regular,0.072912432000,"Frozen Foods",198.442600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",5536.7928000
FDI04,13.65000,Regular,0.073209447000,"Frozen Foods",197.642600000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",2768.3964000
FDI05,8.35000,Regular,0.126869718000,"Frozen Foods",74.435400000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1128.5310000
FDI05,8.35000,Regular,0.127066966000,"Frozen Foods",76.535400000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",1655.1788000
FDI05,8.35000,Regular,0.127587344000,"Frozen Foods",76.535400000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",1805.6496000
FDI07,12.35000,reg,0.033829330000,Meat,196.942600000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",2768.3964000
FDI07,12.35000,Regular,0.033754478000,Meat,199.042600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",3361.6242000
FDI07,12.35000,Regular,0.033760862000,Meat,196.942600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",5141.3076000
FDI07,12.35000,Regular,0.033813351000,Meat,198.142600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",3757.1094000
FDI07,12.35000,Regular,0.033951827000,Meat,197.242600000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",2966.1390000
FDI09,20.75000,Regular,0.000000000000,Seafood,239.988000000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",2636.5680000
FDI09,20.75000,Regular,0.129337594000,Seafood,238.188000000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",5033.4480000
FDI09,20.75000,Regular,0.129538680000,Seafood,240.288000000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",2396.8800000
FDI09,20.75000,Regular,0.129864461000,Seafood,240.188000000000,OUT018,2009,Medium,"Tier 3","Supermarket Type2",5992.2000000
FDI10,8.51000,reg,0.078339081000,"Snack Foods",172.942200000000,OUT013,1987,High,"Tier 3","Supermarket Type1",1379.5376000
FDI10,8.51000,Regular,0.078526225000,"Snack Foods",173.542200000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",5000.8238000
FDI12,9.39500,Regular,0.100398940000,"Baking Goods",89.685600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",878.8560000
FDI12,9.39500,Regular,0.100555034000,"Baking Goods",88.885600000000,OUT049,1999,Medium,"Tier 1","Supermarket Type1",439.4280000
FDI12,9.39500,Regular,0.100602552000,"Baking Goods",88.385600000000,OUT045,2002,Small,"Tier 2","Supermarket Type1",703.0848000
FDI12,9.39500,Regular,0.100966837000,"Baking Goods",86.885600000000,OUT017,2007,Small,"Tier 2","Supermarket Type1",2548.6824000
FDI14,14.10000,LF,0.089677773000,Canned,139.849600000000,OUT046,1997,Small,"Tier 1","Supermarket Type1",1693.7952000
FDI14,14.10000,"Low Fat",0.089660816000,Canned,140.049600000000,OUT035,2004,Small,"Tier 2","Supermarket Type1",1411.4960000
